"outcome","ft_type","seed_val","fpr","sens"
"PE_vs_NP","Baseline",303,0.147,0.209090909090909
"PE_vs_NP","Baseline",303,0.148,0.218181818181818
"PE_vs_NP","Baseline",303,0.149,0.218181818181818
"PE_vs_NP","Baseline",303,0.15,0.218181818181818
"PE_vs_NP","Baseline",303,0.151,0.219563636363637
"PE_vs_NP","Baseline",303,0.152,0.222763636363636
"PE_vs_NP","Baseline",303,0.153,0.225963636363636
"PE_vs_NP","Baseline",303,0.154,0.227272727272727
"PE_vs_NP","Baseline",303,0.155,0.227272727272727
"PE_vs_NP","Baseline",303,0.156,0.227272727272727
"PE_vs_NP","Baseline",303,0.157,0.236363636363636
"PE_vs_NP","Baseline",303,0.158,0.236363636363636
"PE_vs_NP","Baseline",303,0.159,0.236363636363636
"PE_vs_NP","Baseline",303,0.16,0.236363636363636
"PE_vs_NP","Baseline",303,0.161,0.236363636363636
"PE_vs_NP","Baseline",303,0.162,0.236363636363636
"PE_vs_NP","Baseline",303,0.163,0.236363636363636
"PE_vs_NP","Baseline",303,0.164,0.236363636363636
"PE_vs_NP","Baseline",303,0.165,0.236363636363636
"PE_vs_NP","Baseline",303,0.166,0.236363636363636
"PE_vs_NP","Baseline",303,0.167,0.236363636363636
"PE_vs_NP","Baseline",303,0.168,0.236363636363636
"PE_vs_NP","Baseline",303,0.169,0.236363636363636
"PE_vs_NP","Baseline",303,0.17,0.236363636363636
"PE_vs_NP","Baseline",303,0.171,0.236363636363636
"PE_vs_NP","Baseline",303,0.172,0.236363636363636
"PE_vs_NP","Baseline",303,0.173,0.236363636363636
"PE_vs_NP","Baseline",303,0.174,0.236363636363636
"PE_vs_NP","Baseline",303,0.175,0.236363636363636
"PE_vs_NP","Baseline",303,0.176,0.236363636363636
"PE_vs_NP","Baseline",303,0.177,0.236363636363636
"PE_vs_NP","Baseline",303,0.178,0.236363636363636
"PE_vs_NP","Baseline",303,0.179,0.254545454545455
"PE_vs_NP","Baseline",303,0.18,0.254545454545455
"PE_vs_NP","Baseline",303,0.181,0.254545454545455
"PE_vs_NP","Baseline",303,0.182,0.254545454545455
"PE_vs_NP","Baseline",303,0.183,0.254545454545455
"PE_vs_NP","Baseline",303,0.184,0.254545454545455
"PE_vs_NP","Baseline",303,0.185,0.254545454545455
"PE_vs_NP","Baseline",303,0.186,0.254545454545455
"PE_vs_NP","Baseline",303,0.187,0.254545454545455
"PE_vs_NP","Baseline",303,0.188,0.254545454545455
"PE_vs_NP","Baseline",303,0.189,0.254545454545455
"PE_vs_NP","Baseline",303,0.19,0.254545454545455
"PE_vs_NP","Baseline",303,0.191,0.272727272727273
"PE_vs_NP","Baseline",303,0.192,0.272727272727273
"PE_vs_NP","Baseline",303,0.193,0.272727272727273
"PE_vs_NP","Baseline",303,0.194,0.272727272727273
"PE_vs_NP","Baseline",303,0.195,0.272727272727273
"PE_vs_NP","Baseline",303,0.196,0.272727272727273
"PE_vs_NP","Baseline",303,0.197,0.281818181818182
"PE_vs_NP","Baseline",303,0.198,0.281818181818182
"PE_vs_NP","Baseline",303,0.199,0.281818181818182
"PE_vs_NP","Baseline",303,0.2,0.281818181818182
"PE_vs_NP","Baseline",303,0.201,0.281818181818182
"PE_vs_NP","Baseline",303,0.202,0.281818181818182
"PE_vs_NP","Baseline",303,0.203,0.281818181818182
"PE_vs_NP","Baseline",303,0.204,0.281818181818182
"PE_vs_NP","Baseline",303,0.205,0.281818181818182
"PE_vs_NP","Baseline",303,0.206,0.281818181818182
"PE_vs_NP","Baseline",303,0.207,0.281818181818182
"PE_vs_NP","Baseline",303,0.208,0.281818181818182
"PE_vs_NP","Baseline",303,0.209,0.281818181818182
"PE_vs_NP","Baseline",303,0.21,0.281818181818182
"PE_vs_NP","Baseline",303,0.211,0.284290909090909
"PE_vs_NP","Baseline",303,0.212,0.287490909090909
"PE_vs_NP","Baseline",303,0.213,0.290690909090909
"PE_vs_NP","Baseline",303,0.214,0.290909090909091
"PE_vs_NP","Baseline",303,0.215,0.290909090909091
"PE_vs_NP","Baseline",303,0.216,0.290909090909091
"PE_vs_NP","Baseline",303,0.217,0.290909090909091
"PE_vs_NP","Baseline",303,0.218,0.290909090909091
"PE_vs_NP","Baseline",303,0.219,0.290909090909091
"PE_vs_NP","Baseline",303,0.22,0.290909090909091
"PE_vs_NP","Baseline",303,0.221,0.290909090909091
"PE_vs_NP","Baseline",303,0.222,0.290909090909091
"PE_vs_NP","Baseline",303,0.223,0.290909090909091
