"outcome","ft_type","seed_val","fpr","sens"
"PE_vs_NP","Baseline",303,0.258,0.42
"PE_vs_NP","Baseline",303,0.259,0.422813333333333
"PE_vs_NP","Baseline",303,0.26,0.426666666666667
"PE_vs_NP","Baseline",303,0.261,0.426666666666667
"PE_vs_NP","Baseline",303,0.262,0.427986666666667
"PE_vs_NP","Baseline",303,0.263,0.43018
"PE_vs_NP","Baseline",303,0.264,0.432373333333333
"PE_vs_NP","Baseline",303,0.265,0.44
"PE_vs_NP","Baseline",303,0.266,0.44
"PE_vs_NP","Baseline",303,0.267,0.44
"PE_vs_NP","Baseline",303,0.268,0.44
"PE_vs_NP","Baseline",303,0.269,0.446666666666667
"PE_vs_NP","Baseline",303,0.27,0.446666666666667
"PE_vs_NP","Baseline",303,0.271,0.446666666666667
"PE_vs_NP","Baseline",303,0.272,0.446666666666667
"PE_vs_NP","Baseline",303,0.273,0.446666666666667
"PE_vs_NP","Baseline",303,0.274,0.446666666666667
"PE_vs_NP","Baseline",303,0.275,0.446666666666667
"PE_vs_NP","Baseline",303,0.276,0.446666666666667
"PE_vs_NP","Baseline",303,0.277,0.446666666666667
"PE_vs_NP","Baseline",303,0.278,0.446666666666667
"PE_vs_NP","Baseline",303,0.279,0.446666666666667
"PE_vs_NP","Baseline",303,0.28,0.446666666666667
"PE_vs_NP","Baseline",303,0.281,0.446666666666667
"PE_vs_NP","Baseline",303,0.282,0.450373333333334
"PE_vs_NP","Baseline",303,0.283,0.453333333333333
"PE_vs_NP","Baseline",303,0.284,0.453333333333333
"PE_vs_NP","Baseline",303,0.285,0.453333333333333
"PE_vs_NP","Baseline",303,0.286,0.453333333333333
"PE_vs_NP","Baseline",303,0.287,0.453333333333333
"PE_vs_NP","Baseline",303,0.288,0.453333333333333
"PE_vs_NP","Baseline",303,0.289,0.453333333333333
"PE_vs_NP","Baseline",303,0.29,0.453333333333333
"PE_vs_NP","Baseline",303,0.291,0.453333333333333
"PE_vs_NP","Baseline",303,0.292,0.453786666666667
"PE_vs_NP","Baseline",303,0.293,0.45598
"PE_vs_NP","Baseline",303,0.294,0.458173333333333
"PE_vs_NP","Baseline",303,0.295,0.46
"PE_vs_NP","Baseline",303,0.296,0.46
"PE_vs_NP","Baseline",303,0.297,0.46
"PE_vs_NP","Baseline",303,0.298,0.46
"PE_vs_NP","Baseline",303,0.299,0.46
"PE_vs_NP","Baseline",303,0.3,0.46
